iteration,fitness,cv_accuracy,selected_features,population_diversity
1,0.047325502084122596,0.9576354679802958,7,2.3615166980368865
2,0.047325502084122596,0.9576354679802958,7,3.9732515063584604
3,0.025829670329670262,0.9785714285714286,6,3.321218339366527
4,0.025829670329670262,0.9785714285714286,6,3.400268323651228
5,0.025829670329670262,0.9785714285714286,6,2.7271418119932678
6,0.025829670329670262,0.9785714285714286,6,2.3153664678585875
7,0.025829670329670262,0.9785714285714286,6,1.9686980890888504
8,0.025829670329670262,0.9785714285714286,6,1.37723652045221
