dataset,method,runs,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_median,balanced_accuracy_iqr,balanced_accuracy_ci95,f1_score_mean,f1_score_std,f1_score_median,f1_score_iqr,f1_score_ci95,mcc_mean,mcc_std,mcc_median,mcc_iqr,mcc_ci95,selected_features_mean,selected_features_std,selected_features_median,selected_features_iqr,selected_features_ci95,redundancy_mean,redundancy_std,redundancy_median,redundancy_iqr,redundancy_ci95,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median,runtime_seconds_iqr,runtime_seconds_ci95,jaccard_stability_mean,jaccard_stability_std,jaccard_stability_median,jaccard_stability_iqr,jaccard_stability_ci95,nogueira_stability_mean,nogueira_stability_std,nogueira_stability_median,nogueira_stability_iqr,nogueira_stability_ci95
breast_cancer,DFA-EHOA[bootstrap_count=3],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.6472520666817824,0.0409904375801061,0.6239956000354141,0.0357011000160127,0.0463850467353067,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[bootstrap_count=5],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.9000519333446088,0.0633754933044576,0.8773904999834485,0.0602602500002831,0.0717161219139337,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[bootstrap_count=8],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,1.1471256333364483,0.1351067129141862,1.1279441000078805,0.1340816000010818,0.1528876382578485,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_diversity=0.1],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.8960639999907775,0.2350759196598837,0.7735699999611825,0.2097786999947857,0.2660134451714401,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_diversity=0.2],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.7955324333161116,0.0689626943865922,0.7635713999625295,0.0631642499938607,0.0780386351295562,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_diversity=0.35],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.8237869333242998,0.0524592537760489,0.8031499999924563,0.0493210000277031,0.0593632340066139,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_stability=0.15],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.8696999333333224,0.0481794554150757,0.8933915999950841,0.0435923000331968,0.0545201862444749,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_stability=0.35],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.9163537333564212,0.1859110388617763,0.8476442000246607,0.1761311000154819,0.2103781451310523,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_stability=0.55],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.7881511999876238,0.0626594342011289,0.768210000009276,0.0602325999934691,0.0709058247584512,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
breast_cancer,DFA-EHOA[eta_stagnation=0.15],3,0.9500661375661376,0.0302917995090076,0.9484126984126984,0.0302579365079365,0.0342783980574969,0.9571312739561364,0.0292922852801465,0.9577464788732394,0.0292874396135266,0.0331473412316769,0.8909547818272504,0.0702156792859504,0.8886350389948482,0.0701869340581357,0.0794565210206688,13.666666666666666,1.1547005383792517,13.0,1.0,1.3066666666666669,0.4291877973903517,0.0412460173623233,0.4500818886944455,0.0370649653943614,0.0466742624851892,0.8282920999724107,0.1048620830166944,0.796933599980548,0.1012844500073697,0.1186626176406479,0.3672014260249554,0.0,0.3672014260249554,0.0,0.0,0.1040318566450969,0.0,0.1040318566450969,0.0,0.0
