dataset,test,comparison,statistic,p_value,effect_median,effect_ci95_low,effect_ci95_high,paired_rank_biserial,cliffs_delta,wins,ties,losses,holm_adjusted_p,significant_holm
breast_cancer,friedman,all,1.51485148514853,0.6788468817596597,,,,,,,,,,
breast_cancer,wilcoxon,IG-EHOA vs EHOA,23.0,0.37370860751857005,0.0,-0.008403361344537896,0.0,-0.30303030303030304,-0.16444444444444445,4.0,4.0,7.0,1.0,False
breast_cancer,wilcoxon,M-EHOA vs EHOA,13.0,0.48168344083007475,0.0,-0.008403361344537896,0.0012605042016806678,-0.2777777777777778,-0.09777777777777778,4.0,7.0,4.0,1.0,False
breast_cancer,wilcoxon,P-EHOA vs EHOA,23.0,0.37370860751857005,0.0,-0.008403361344537896,0.0,-0.30303030303030304,-0.16444444444444445,4.0,4.0,7.0,1.0,False
wine,friedman,all,5.56363636363638,0.13488161551098257,,,,,,,,,,
wine,wilcoxon,IG-EHOA vs EHOA,24.5,0.7596144888058398,0.0,-0.00694444444444442,0.01388888888888884,0.10909090909090909,0.08444444444444445,5.0,5.0,5.0,1.0,False
wine,wilcoxon,M-EHOA vs EHOA,11.5,0.030919460197507687,0.01388888888888884,0.0,0.04130434782608705,0.7051282051282052,0.25333333333333335,9.0,3.0,3.0,0.18551676118504612,False
wine,wilcoxon,P-EHOA vs EHOA,11.5,0.030919460197507687,0.01388888888888884,0.0,0.04130434782608705,0.7051282051282052,0.25333333333333335,9.0,3.0,3.0,0.18551676118504612,False
