classifier,accuracy,precision,sensitivity,specificity,f1_score,balanced_accuracy,mcc,feature_set
knn,0.9210526315789473,0.9701492537313433,0.9027777777777778,0.9523809523809523,0.935251798561151,0.9275793650793651,0.8380140438509858,ehoa
logistic_regression,0.9473684210526315,0.9852941176470589,0.9305555555555556,0.9761904761904762,0.9571428571428572,0.9533730158730158,0.8915448278143033,ehoa
svm,0.9298245614035088,0.9705882352941176,0.9166666666666666,0.9523809523809523,0.9428571428571428,0.9345238095238095,0.8544784126535336,ehoa
random_forest,0.956140350877193,0.9855072463768116,0.9444444444444444,0.9761904761904762,0.9645390070921985,0.9603174603174602,0.9085472857180888,ehoa
knn,0.9210526315789473,0.9565217391304348,0.9166666666666666,0.9285714285714286,0.9361702127659575,0.9226190476190477,0.8341403959394523,all_features
logistic_regression,0.9649122807017544,0.9857142857142858,0.9583333333333334,0.9761904761904762,0.971830985915493,0.9672619047619048,0.9259891667402068,all_features
svm,0.9736842105263158,0.9859154929577465,0.9722222222222222,0.9761904761904762,0.9790209790209791,0.9742063492063492,0.9438975339262832,all_features
random_forest,0.9473684210526315,0.9852941176470589,0.9305555555555556,0.9761904761904762,0.9571428571428572,0.9533730158730158,0.8915448278143033,all_features
