iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.031115384615384642,0.047323076923076954,0.9747863247863248,8,0.5384615384615385,0.3018337218337218,-0.07717803030303072,2.5,0.775,0,baseline,1.0,0.0,wine,ECG-EHOA,412310,outer_1
2,0.022096153846153793,0.03749230769230767,0.9831196581196582,7,0.27692307692307694,0.611111111111111,0.43965517241379315,2.0,0.65,0,baseline,1.0,0.0,wine,ECG-EHOA,412310,outer_1
3,0.01363461538461536,0.026807692307692275,0.9916666666666667,7,0.18461538461538465,0.7291666666666667,0.6235521235521237,1.5,0.525,0,baseline,1.0,0.0,wine,ECG-EHOA,412310,outer_1
4,0.01363461538461536,0.02531153846153844,0.9916666666666667,7,0.16923076923076924,0.7148809523809523,0.6614583333333333,1.0,0.4,1,baseline,0.85,0.0,wine,ECG-EHOA,412310,outer_1
