iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed
1,0.03612820512820525,0.9692307692307691,17,2.4342020126838966,breast_cancer,EHOA,155921
2,0.028600732600732738,0.9758241758241757,14,3.2794395466764663,breast_cancer,EHOA,155921
3,0.028267399267399188,0.9758241758241759,13,1.9784750004029976,breast_cancer,EHOA,155921
4,0.028267399267399188,0.9758241758241759,13,2.610208501373213,breast_cancer,EHOA,155921
5,0.028267399267399188,0.9758241758241759,13,1.601232064626804,breast_cancer,EHOA,155921
6,0.02424908424908418,0.9802197802197803,14,1.1424842706400773,breast_cancer,EHOA,155921
7,0.02424908424908418,0.9802197802197803,14,1.0484442497390005,breast_cancer,EHOA,155921
8,0.02424908424908418,0.9802197802197803,14,0.979563772135555,breast_cancer,EHOA,155921
9,0.02424908424908418,0.9802197802197803,14,0.848343285743736,breast_cancer,EHOA,155921
10,0.02424908424908418,0.9802197802197803,14,0.5066021057489842,breast_cancer,EHOA,155921
