iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03947985347985358,0.04692857142857148,0.9648351648351647,14,0.4964285714285714,0.34007069276479207,0.007073903941741899,2.8,0.85,0,breast_cancer,DFA-EHOA,130363
2,0.036970695970695855,0.04326785714285717,0.9670329670329672,13,0.22142857142857145,0.5892066762602477,0.5444897959183673,2.6,0.8,0,breast_cancer,DFA-EHOA,130363
3,0.036637362637362746,0.041050366300366334,0.9670329670329669,12,0.2607142857142858,0.5069124765290731,0.44622970509835325,2.5185296427856487,0.7623468377901718,0,breast_cancer,DFA-EHOA,130363
4,0.03412820512820525,0.039837454212454285,0.9692307692307691,11,0.2011904761904762,0.6277584537065961,0.5849068189493721,2.4259638721478782,0.7387528564808874,0,breast_cancer,DFA-EHOA,130363
5,0.03412820512820525,0.03751465201465207,0.9692307692307691,11,0.19285714285714284,0.6269254176029387,0.5982142857142857,2.2588429054616945,0.700109049413913,1,breast_cancer,DFA-EHOA,130363
6,0.03412820512820525,0.037159340659340734,0.9692307692307691,11,0.14523809523809522,0.7278422030080589,0.7012244897959183,2.101569073722101,0.6600750276224085,2,breast_cancer,DFA-EHOA,130363
7,0.03412820512820525,0.036323717948718054,0.9692307692307691,11,0.14047619047619048,0.7211695575666164,0.7073412698412699,1.9275710447975585,0.6170354056762837,3,breast_cancer,DFA-EHOA,130363
8,0.03412820512820525,0.035571428571428684,0.9692307692307691,11,0.11309523809523811,0.784395566593709,0.7651832703379096,1.7523624866716196,0.5743350178868634,4,breast_cancer,DFA-EHOA,130363
9,0.03412820512820525,0.035382783882784,0.9692307692307691,11,0.07380952380952381,0.8370602611674042,0.8451097139526169,1.5760414384951908,0.5329717162683028,5,breast_cancer,DFA-EHOA,130363
10,0.03412820512820525,0.035382783882784,0.9692307692307691,11,0.05833333333333334,0.8687205651491364,0.8771121351766513,1.3852451816131868,0.4907919737255492,6,breast_cancer,DFA-EHOA,130363
