iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.08198882152330432,0.09340479348237965,0.9233990147783251,8,0.48076923076923084,0.36965058750773044,0.03810580836108035,2.8,0.85,0,wine,DFA-EHOA,123
2,0.07593046608563853,0.0892783251231527,0.930295566502463,9,0.20329670329670332,0.6953231292517008,0.58792032555151,2.6,0.8,0,wine,DFA-EHOA,123
3,0.055203865100416846,0.07370760704812426,0.951231527093596,9,0.17857142857142858,0.7509353741496598,0.6362658057573312,2.6149405050155656,0.7723896359391214,0,wine,DFA-EHOA,123
4,0.03524649488442583,0.05618394751799919,0.9721674876847292,10,0.2802197802197802,0.6226641414141414,0.4180381830151416,2.4296925936952327,0.738720084013589,0,wine,DFA-EHOA,123
5,0.03524649488442583,0.046109108563849865,0.9721674876847292,10,0.20604395604395603,0.755050505050505,0.5076068430023357,2.250550016538695,0.6988230069681793,1,wine,DFA-EHOA,123
6,0.03447726411519506,0.04099313186813179,0.9721674876847292,9,0.10989010989010992,0.8652597402597403,0.7207303974221269,2.1101284861555856,0.6611967087460673,0,wine,DFA-EHOA,123
7,0.03447726411519506,0.04095793861311096,0.9721674876847292,9,0.12912087912087913,0.8518939393939393,0.664124235552807,1.8805473472751828,0.6095800894038759,1,wine,DFA-EHOA,123
8,0.03447726411519506,0.03679156403940876,0.9721674876847292,9,0.11813186813186814,0.8545454545454545,0.706272577996716,1.6767303390411534,0.5613001635240026,2,wine,DFA-EHOA,123
9,0.03447726411519506,0.03676108374384229,0.9721674876847292,9,0.03296703296703297,0.9571428571428572,0.9120879120879121,1.500475603043098,0.5185897554125266,3,wine,DFA-EHOA,123
10,0.03447726411519506,0.03521601458885934,0.9721674876847292,9,0.03846153846153846,0.9499999999999998,0.8974358974358975,1.3113620618765784,0.4745759427950207,4,wine,DFA-EHOA,123
