iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.05628846153846148,0.9493589743589744,8,2.1798579117416206,wine,EHOA,400000,outer_3
2,0.03209615384615387,0.9745726495726496,9,3.2710743322593254,wine,EHOA,400000,outer_3
3,0.03209615384615387,0.9745726495726496,9,3.1801385131991258,wine,EHOA,400000,outer_3
4,0.022865384615384562,0.9831196581196582,8,2.5882777774568995,wine,EHOA,400000,outer_3
