iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.03435245594300702,0.04112898387701534,0.9710244552764239,17,0.4866666666666667,0.3521818037035428,0.026493598862019963,2.5,0.775,0,baseline,1.0,0.0,breast_cancer,ECG-EHOA,400000,outer_3
2,0.028822272215972982,0.039893738282714634,0.9762737991084448,16,0.27999999999999997,0.6201933935629588,0.4252873563218389,2.0,0.65,0,baseline,1.0,0.0,breast_cancer,ECG-EHOA,400000,outer_3
3,0.028822272215972982,0.039893738282714634,0.9762737991084448,16,0.3466666666666666,0.5213150960404965,0.3022007514761137,1.5,0.525,1,baseline,0.85,0.0,breast_cancer,ECG-EHOA,400000,outer_3
4,0.028822272215972982,0.03786929133858267,0.9762737991084448,16,0.29333333333333333,0.5858854296867488,0.4065815500809207,1.0,0.4,2,baseline,0.7224999999999999,0.0,breast_cancer,ECG-EHOA,400000,outer_3
