iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.047081659719590725,0.0643897546419098,0.9578817733990148,7,0.521978021978022,0.2829338320409749,-0.0501700680272108,2.8,0.85,0,wine,SF-EHOA,196613
2,0.047081659719590725,0.06170277567260323,0.9578817733990148,7,0.21703296703296707,0.6760912698412699,0.5618834319842159,2.6,0.8,1,wine,SF-EHOA,196613
3,0.047081659719590725,0.05428443539219399,0.9578817733990148,7,0.28846153846153844,0.6158743042671615,0.42115027829313545,2.5334818039103753,0.7639043545739974,2,wine,SF-EHOA,196613
4,0.04203637741568779,0.04722023020083364,0.9645320197044335,9,0.21428571428571427,0.6773951247165534,0.5656457485542943,2.483597432873402,0.7452313285277048,0,wine,SF-EHOA,196613
5,0.04203637741568779,0.0470935960591133,0.9645320197044335,9,0.10989010989010992,0.8621212121212123,0.7207303974221269,2.320366751516551,0.7074366686488337,1,wine,SF-EHOA,196613
6,0.04049791587722625,0.0426246210685866,0.9645320197044335,7,0.21428571428571433,0.6813633786848075,0.5656457485542943,2.099455352015045,0.6591727754711905,0,wine,SF-EHOA,196613
7,0.0331826449412655,0.039775814702538846,0.97192118226601,7,0.2307692307692308,0.6746598639455783,0.5357142857142858,1.8428045990844457,0.6035046569663645,0,wine,SF-EHOA,196613
8,0.0331826449412655,0.03684499336870019,0.97192118226601,7,0.13461538461538464,0.8219155844155842,0.7282568122433744,1.632130376896,0.5536680565820711,1,wine,SF-EHOA,196613
9,0.0331826449412655,0.03529992421371723,0.97192118226601,7,0.1318681318681319,0.7801870748299321,0.7358730158730159,1.4345989718074976,0.5056952331575976,2,wine,SF-EHOA,196613
10,0.0331826449412655,0.03529992421371723,0.97192118226601,7,0.1263736263736264,0.8095521541950114,0.7438423645320197,1.2412143887349076,0.45882634228658853,3,wine,SF-EHOA,196613
