iteration,fitness,cv_accuracy,selected_features,population_diversity,guard_abstained,guard_subset_balanced_accuracy,guard_full_balanced_accuracy,dataset,method,seed,fold
1,0.05497150356205474,0.9498604341124026,16,1.9187812980058816,True,0.9568896444923243,0.9562163345004041,breast_cancer,G-EHOA,360555,outer_1
2,0.049420697412823414,0.9551306086739157,15,3.56611061344494,True,0.9568896444923243,0.9562163345004041,breast_cancer,G-EHOA,360555,outer_1
3,0.04453655793025874,0.9604007832354289,16,2.689719005392256,True,0.9568896444923243,0.9562163345004041,breast_cancer,G-EHOA,360555,outer_1
4,0.04453655793025874,0.9604007832354289,16,2.115497949301248,True,0.9568896444923243,0.9562163345004041,breast_cancer,G-EHOA,360555,outer_1
