iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.07223076923076933,0.9324786324786324,7,1.722217689546496,wine,EHOA,331662,outer_1
2,0.05551923076923071,0.9493589743589744,7,3.2540171648796745,wine,EHOA,331662,outer_1
3,0.05551923076923071,0.9493589743589744,7,2.5303684831570283,wine,EHOA,331662,outer_1
4,0.05551923076923071,0.9493589743589744,7,2.35571866907232,wine,EHOA,331662,outer_1
