iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.04165567765567775,0.04611034798534806,0.9626373626373625,14,0.4928571428571428,0.35529578427093955,0.01318925790560943,2.8,0.85,0,breast_cancer,SF-EHOA,262147
2,0.04165567765567775,0.04556639194139202,0.9626373626373625,14,0.2702380952380952,0.5490778367029497,0.45494382359709074,2.6,0.8,1,breast_cancer,SF-EHOA,262147
3,0.03479487179487169,0.0410283882783883,0.9692307692307693,13,0.4738095238095238,0.3771678544990902,0.05132687112664869,2.2312773058500377,0.7324247193593789,0,breast_cancer,SF-EHOA,262147
4,0.03479487179487169,0.040526098901098914,0.9692307692307693,13,0.3178571428571427,0.4956190858750567,0.3588986823807191,2.2159375223579385,0.7162463221152484,1,breast_cancer,SF-EHOA,262147
5,0.03479487179487169,0.03912454212454217,0.9692307692307693,13,0.2369047619047618,0.6094064220584566,0.5235102211846399,2.1569789518988776,0.6892494348976128,2,breast_cancer,SF-EHOA,262147
6,0.03479487179487169,0.03811996336996336,0.9692307692307693,13,0.2976190476190477,0.5003175831736203,0.3939883645765999,1.9856240682478967,0.6456156330458145,3,breast_cancer,SF-EHOA,262147
7,0.03479487179487169,0.03811996336996336,0.9692307692307693,13,0.19999999999999996,0.6506783154311904,0.594480428048437,1.8627611188888034,0.6087373610174158,4,breast_cancer,SF-EHOA,262147
8,0.034461538461538356,0.037179029304029276,0.9692307692307693,12,0.23928571428571427,0.5721290405500933,0.5091225463759119,1.6740390121730249,0.5619862613531049,0,breast_cancer,SF-EHOA,262147
9,0.034461538461538356,0.03586080586080581,0.9692307692307693,12,0.2535714285714285,0.5864761994981645,0.48855962302282085,1.4016545974008587,0.4986254413670413,1,breast_cancer,SF-EHOA,262147
10,0.034461538461538356,0.03542216117216109,0.9692307692307693,12,0.0892857142857143,0.8147877420198848,0.815787049829603,1.2143751661065796,0.4526996875350582,2,breast_cancer,SF-EHOA,262147
