iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.039365384615384615,0.9664529914529915,8,2.387547262476665,2,wine,M-EHOA,458258,outer_2
2,0.039365384615384615,0.9664529914529915,8,2.4052917284632254,2,wine,M-EHOA,458258,outer_2
3,0.039365384615384615,0.9664529914529915,8,2.880652305326053,2,wine,M-EHOA,458258,outer_2
4,0.039365384615384615,0.9664529914529915,8,2.0775136704705557,2,wine,M-EHOA,458258,outer_2
