iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.01903978779840841,0.03186256631299733,0.9862068965517242,7,0.5247252747252747,0.3147907647907648,-0.04983880344590652,2.8,0.85,0,wine,IG-EHOA,2026
2,0.01903978779840841,0.026873223758999604,0.9862068965517242,7,0.2032967032967033,0.6968872397443827,0.5934065934065934,2.6,0.8,1,wine,IG-EHOA,2026
3,0.01903978779840841,0.026746589617279246,0.9862068965517242,7,0.13736263736263737,0.7889030612244898,0.7248677248677249,2.4,0.75,2,wine,IG-EHOA,2026
4,0.01903978779840841,0.02491305892383476,0.9862068965517242,7,0.21428571428571425,0.6740002061430636,0.5714285714285714,2.2,0.7,3,wine,IG-EHOA,2026
5,0.01903978779840841,0.02396345680181883,0.9862068965517242,7,0.20604395604395606,0.6668083900226758,0.5877596321547487,2.0,0.65,4,wine,IG-EHOA,2026
6,0.01903978779840841,0.020650530503978734,0.9862068965517242,7,0.1153846153846154,0.7886904761904763,0.768888888888889,1.8,0.6000000000000001,5,wine,IG-EHOA,2026
7,0.01903978779840841,0.019893236074270494,0.9862068965517242,7,0.11813186813186814,0.79343820861678,0.7636488557687227,1.6,0.55,6,wine,IG-EHOA,2026
8,0.012981432360742725,0.01903978779840844,0.993103448275862,8,0.10439560439560443,0.8193027210884355,0.790899470899471,1.4,0.5,0,wine,IG-EHOA,2026
9,0.012981432360742725,0.016864058355437653,0.993103448275862,8,0.1043956043956044,0.8290107709750567,0.7899659863945578,1.2,0.45,1,wine,IG-EHOA,2026
10,0.012981432360742725,0.016864058355437653,0.993103448275862,8,0.10164835164835169,0.8473214285714287,0.7904253580959643,1.0,0.4,2,wine,IG-EHOA,2026
