iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed
1,0.039813186813186914,0.9648351648351647,15,2.590755777712086,breast_cancer,EHOA,8675309
2,0.03579487179487169,0.9692307692307693,16,2.121695230930587,breast_cancer,EHOA,8675309
3,0.03546153846153836,0.9692307692307693,15,2.036031963374893,breast_cancer,EHOA,8675309
4,0.03295238095238086,0.9714285714285715,14,2.1323835605407258,breast_cancer,EHOA,8675309
5,0.03261904761904752,0.9714285714285715,13,1.3132238558444282,breast_cancer,EHOA,8675309
6,0.03261904761904752,0.9714285714285715,13,1.1309872514843662,breast_cancer,EHOA,8675309
7,0.03261904761904752,0.9714285714285715,13,0.5920441425965035,breast_cancer,EHOA,8675309
8,0.03261904761904752,0.9714285714285715,13,0.5978982222307112,breast_cancer,EHOA,8675309
