iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,portfolio_strategy,dataset,method,seed,fold
1,0.04726923076923074,0.9576923076923077,7,2.229622677079679,1,memetic,wine,SP-EHOA,529150,outer_3
2,0.023076923076923023,0.982905982905983,8,2.832678291725896,1,memetic,wine,SP-EHOA,529150,outer_3
3,0.023076923076923023,0.982905982905983,8,2.3254710748399487,1,memetic,wine,SP-EHOA,529150,outer_3
4,0.023076923076923023,0.982905982905983,8,2.6421186801928944,1,memetic,wine,SP-EHOA,529150,outer_3
