iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.04106524184476934,0.047467791526059275,0.9632337624463609,14,0.48666666666666664,0.3494379377296998,0.026666666666666727,2.5,0.775,0,baseline,breast_cancer,SF-EHOA,424264,outer_3
2,0.04106524184476934,0.04681064866891639,0.9632337624463609,14,0.30666666666666664,0.4906416777237211,0.3796079841755079,2.0,0.65,1,baseline,breast_cancer,SF-EHOA,424264,outer_3
3,0.03917472815898024,0.046432545931758565,0.965816772903387,16,0.2866666666666667,0.5150126022068747,0.41160372194854955,1.4509453201970444,0.5168242200328408,0,consolidate,breast_cancer,SF-EHOA,424264,outer_3
4,0.03426996625421817,0.041738882639670016,0.9711077781943924,17,0.29999999999999993,0.5204463364293085,0.3982884649670172,1.2254726600985222,0.4584121100164204,0,explore,breast_cancer,SF-EHOA,424264,outer_3
