iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.040479853479853584,0.04646336996337004,0.9648351648351647,17,0.5059523809523809,0.3190034391709776,-0.012537597903451658,2.8,0.85,0,breast_cancer,DFA-EHOA,2026
2,0.040479853479853584,0.04472619047619056,0.9648351648351647,17,0.17261904761904764,0.7572475443266552,0.6390977443609023,2.6,0.8,1,breast_cancer,DFA-EHOA,2026
3,0.040479853479853584,0.044076923076923166,0.9648351648351647,17,0.15119047619047615,0.7886012939604798,0.6814947177027493,2.7182399121333853,0.7831499908472277,2,breast_cancer,DFA-EHOA,2026
4,0.040479853479853584,0.04384661172161179,0.9648351648351647,17,0.19523809523809527,0.7319651914229389,0.5902902111004705,2.588859485804557,0.7563181238029166,3,breast_cancer,DFA-EHOA,2026
5,0.038304029304029416,0.0418594322344323,0.9670329670329669,17,0.12976190476190477,0.8181419457735247,0.7192440194468592,2.4667681708021743,0.7247013653889453,0,breast_cancer,DFA-EHOA,2026
6,0.03797069597069608,0.041315476190476236,0.9670329670329669,16,0.2202380952380952,0.6958409162846887,0.5456080562463541,2.1462814031289517,0.6641419768233428,0,breast_cancer,DFA-EHOA,2026
7,0.03797069597069608,0.04029120879120887,0.9670329670329669,16,0.25,0.6548179720192634,0.4826099453866053,1.8566799369769509,0.6044989939448706,1,breast_cancer,DFA-EHOA,2026
8,0.03797069597069608,0.04008287545787553,0.9670329670329669,16,0.2130952380952381,0.6853123088220101,0.5670445956160242,1.6334903615345826,0.553169210016383,2,breast_cancer,DFA-EHOA,2026
9,0.03797069597069608,0.04008287545787553,0.9670329670329669,16,0.2,0.6795410428924361,0.5995550611790879,1.431296348731696,0.5046160983341091,3,breast_cancer,DFA-EHOA,2026
10,0.03328571428571419,0.039225274725274775,0.9714285714285715,15,0.20595238095238094,0.7062871322858247,0.5775034851892178,1.2292403539864676,0.45570609407220947,0,breast_cancer,DFA-EHOA,2026
