iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.04582474422129599,0.09222989295187575,0.9583743842364532,6,0.5137362637362638,0.31937229437229425,-0.02785265049415986,2.8,0.85,0,wine,IG-EHOA,262147
2,0.039766388783630195,0.061397972716938226,0.9652709359605911,7,0.2994505494505494,0.5381660997732427,0.4008773320649014,2.6,0.8,0,wine,IG-EHOA,262147
3,0.039766388783630195,0.0551752794619174,0.9652709359605911,7,0.3049450549450549,0.5339994331065759,0.38988425558902806,2.4,0.75,1,wine,IG-EHOA,262147
4,0.039766388783630195,0.045196594353921954,0.9652709359605911,7,0.28296703296703296,0.5649131622345908,0.4338565614925215,2.2,0.7,2,wine,IG-EHOA,262147
5,0.034195718075028365,0.042509615384615396,0.9716748768472907,8,0.2362637362637363,0.6566416718202432,0.5246598639455783,2.0,0.65,0,wine,IG-EHOA,262147
6,0.034195718075028365,0.04130674497915879,0.9716748768472907,8,0.13186813186813187,0.790391156462585,0.7327050760334118,1.8,0.6000000000000001,1,wine,IG-EHOA,262147
7,0.032169571807502864,0.03865024630541873,0.972167487684729,6,0.15384615384615388,0.7690051020408164,0.6918518518518519,1.6,0.55,0,wine,IG-EHOA,262147
8,0.032169571807502864,0.03770064418340281,0.972167487684729,6,0.1620879120879121,0.7355442176870749,0.6757042439617357,1.4,0.5,1,wine,IG-EHOA,262147
9,0.032169571807502864,0.03770064418340281,0.972167487684729,6,0.13186813186813187,0.782171201814059,0.7358730158730159,1.2,0.45,2,wine,IG-EHOA,262147
10,0.032169571807502864,0.03697383004926109,0.972167487684729,6,0.14560439560439561,0.7538973922902494,0.7086834733893558,1.0,0.4,3,wine,IG-EHOA,262147
