iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,portfolio_strategy,dataset,method,seed,fold
1,0.07201923076923064,0.9326923076923078,7,2.2813164678875726,0,memetic,wine,SP-EHOA,509902,outer_2
2,0.031115384615384642,0.9747863247863248,8,1.645931407470615,0,memetic,wine,SP-EHOA,509902,outer_2
3,0.031115384615384642,0.9747863247863248,8,1.0858576411942424,0,memetic,wine,SP-EHOA,509902,outer_2
4,0.031115384615384642,0.9747863247863248,8,0.9129581153125721,0,memetic,wine,SP-EHOA,509902,outer_2
