iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.04705769230769227,0.07738846153846153,0.957905982905983,7,0.476923076923077,0.366919191919192,0.045928030303030165,2.5,0.775,0,baseline,wine,IG-EHOA,387298,outer_2
2,0.04705769230769227,0.0673615384615385,0.957905982905983,7,0.3230769230769231,0.5263888888888889,0.35369318181818177,2.0,0.65,1,baseline,wine,IG-EHOA,387298,outer_2
3,0.04705769230769227,0.0673615384615385,0.957905982905983,7,0.3384615384615385,0.4807142857142857,0.32291666666666663,1.5,0.525,2,baseline,wine,IG-EHOA,387298,outer_2
4,0.04705769230769227,0.057880769230769256,0.957905982905983,7,0.27692307692307694,0.6062698412698413,0.44285714285714295,1.0,0.4,3,baseline,wine,IG-EHOA,387298,outer_2
