iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.04607692307692304,0.9581196581196582,6,1.5402470017501413,wine,EHOA,360555,outer_2
2,0.04607692307692304,0.9581196581196582,6,0.8215946515629914,wine,EHOA,360555,outer_2
3,0.04607692307692304,0.9581196581196582,6,0.8967142232131396,wine,EHOA,360555,outer_2
4,0.04607692307692304,0.9581196581196582,6,0.6976159326963826,wine,EHOA,360555,outer_2
