iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03947985347985358,0.04692857142857148,0.9648351648351647,14,0.4964285714285714,0.34007069276479207,0.007073903941741899,2.8,0.85,0,breast_cancer,IG-EHOA,130363
2,0.036970695970695855,0.04326785714285717,0.9670329670329672,13,0.22142857142857145,0.5892066762602477,0.5444897959183673,2.6,0.8,0,breast_cancer,IG-EHOA,130363
3,0.036637362637362746,0.041050366300366334,0.9670329670329669,12,0.2607142857142858,0.5069124765290731,0.44622970509835325,2.4,0.75,0,breast_cancer,IG-EHOA,130363
4,0.03412820512820525,0.039962454212454285,0.9692307692307691,11,0.2011904761904762,0.6277584537065961,0.5849068189493721,2.2,0.7,0,breast_cancer,IG-EHOA,130363
5,0.03412820512820525,0.038058608058608105,0.9692307692307691,11,0.18809523809523807,0.6313822644442393,0.6081349206349207,2.0,0.65,1,breast_cancer,IG-EHOA,130363
6,0.03412820512820525,0.03774496336996345,0.9692307692307691,11,0.1654761904761905,0.6989145254777166,0.6605374823196605,1.8,0.6000000000000001,2,breast_cancer,IG-EHOA,130363
7,0.03412820512820525,0.037284340659340734,0.9692307692307691,11,0.17023809523809524,0.6610205620709824,0.6440757065076486,1.6,0.55,3,breast_cancer,IG-EHOA,130363
8,0.03412820512820525,0.03649038461538473,0.9692307692307691,11,0.13690476190476192,0.7387352376848176,0.7191497155882083,1.4,0.5,4,breast_cancer,IG-EHOA,130363
9,0.03412820512820525,0.036323717948718054,0.9692307692307691,11,0.14166666666666664,0.7219687233867907,0.7058611491601183,1.2,0.45,5,breast_cancer,IG-EHOA,130363
10,0.03412820512820525,0.036198717948718054,0.9692307692307691,11,0.07380952380952381,0.8357993197278912,0.8451097139526169,1.0,0.4,6,breast_cancer,IG-EHOA,130363
