iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.05310161229846272,0.9524226138399366,18,1.5319839567916158,2,breast_cancer,M-EHOA,458258,outer_1
2,0.05310161229846272,0.9524226138399366,18,1.2860717321579311,2,breast_cancer,M-EHOA,458258,outer_1
3,0.049815898012748404,0.9550681164854393,16,1.9114465040259168,2,breast_cancer,M-EHOA,458258,outer_1
4,0.049815898012748404,0.9550681164854393,16,1.359003769490885,2,breast_cancer,M-EHOA,458258,outer_1
