iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03972868510799537,0.05469922319060244,0.9645320197044336,6,0.4945054945054945,0.36388888888888893,0.00952380952380949,2.8,0.85,0,wine,IG-EHOA,155921
2,0.03972868510799537,0.05391144846532772,0.9645320197044336,6,0.14835164835164835,0.7446145124716554,0.7015306122448979,2.6,0.8,1,wine,IG-EHOA,155921
3,0.03972868510799537,0.04690098048503213,0.9645320197044336,6,0.22527472527472522,0.65494227994228,0.5487830687830688,2.4,0.75,2,wine,IG-EHOA,155921
4,0.03972868510799537,0.04690098048503213,0.9645320197044336,6,0.1510989010989011,0.7287414965986393,0.6949821361915427,2.2,0.7,3,wine,IG-EHOA,155921
5,0.03972868510799537,0.0461741663508904,0.9645320197044336,6,0.17032967032967036,0.7379483611626468,0.6588359788359789,2.0,0.65,4,wine,IG-EHOA,155921
6,0.034195718075028365,0.03996812239484647,0.9716748768472907,8,0.17582417582417587,0.6838151927437642,0.6462585034013605,1.8,0.6000000000000001,0,wine,IG-EHOA,155921
7,0.034195718075028365,0.03848872679045087,0.9716748768472907,8,0.13186813186813187,0.8010912698412699,0.7298701298701298,1.6,0.55,1,wine,IG-EHOA,155921
8,0.034195718075028365,0.037797105911329995,0.9716748768472907,8,0.09065934065934066,0.8702380952380953,0.8101874896299984,1.4,0.5,2,wine,IG-EHOA,155921
9,0.034195718075028365,0.037797105911329995,0.9716748768472907,8,0.03846153846153846,0.941468253968254,0.91875,1.2,0.45,3,wine,IG-EHOA,155921
10,0.034195718075028365,0.037797105911329995,0.9716748768472907,8,0.03846153846153846,0.941468253968254,0.91875,1.0,0.4,4,wine,IG-EHOA,155921
