iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03972868510799537,0.05469922319060244,0.9645320197044336,6,0.4945054945054945,0.36388888888888893,0.00952380952380949,2.8,0.85,0,wine,SF-EHOA,155921
2,0.03972868510799537,0.05391144846532772,0.9645320197044336,6,0.14835164835164835,0.7446145124716554,0.7015306122448979,2.6,0.8,1,wine,SF-EHOA,155921
3,0.03972868510799537,0.04690098048503213,0.9645320197044336,6,0.22527472527472522,0.65494227994228,0.5487830687830688,2.623121130298273,0.7732417844060702,2,wine,SF-EHOA,155921
4,0.03972868510799537,0.04690098048503213,0.9645320197044336,6,0.1510989010989011,0.7287414965986393,0.6949821361915427,2.572099412999415,0.7548639430951121,3,wine,SF-EHOA,155921
5,0.03972868510799537,0.046012338954149204,0.9645320197044336,6,0.18406593406593408,0.7140808596165739,0.6317319380582421,2.4221013876946818,0.7194384316969278,4,wine,SF-EHOA,155921
6,0.034195718075028365,0.03734681697612725,0.9716748768472907,8,0.17582417582417587,0.6874291383219956,0.6462585034013605,2.248448540898249,0.6788022501610901,0,wine,SF-EHOA,155921
7,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.11263736263736265,0.8204365079365079,0.7705676620930859,1.9573763037265817,0.6195811302801477,1,wine,SF-EHOA,155921
8,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.0,1.0,1.0,1.7416881518632907,0.5710405651400738,2,wine,SF-EHOA,155921
9,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.0,1.0,1.0,1.5383440759316453,0.5245827825700369,3,wine,SF-EHOA,155921
10,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.0,1.0,1.0,1.3366720379658226,0.4791663912850185,4,wine,SF-EHOA,155921
