iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.01903978779840841,0.03186256631299733,0.9862068965517242,7,0.5247252747252747,0.3147907647907648,-0.04983880344590652,2.8,0.85,0,wine,DFA-EHOA,2026
2,0.01903978779840841,0.026873223758999604,0.9862068965517242,7,0.2032967032967033,0.6968872397443827,0.5934065934065934,2.6,0.8,1,wine,DFA-EHOA,2026
3,0.01903978779840841,0.02523200075786281,0.9862068965517242,7,0.13736263736263737,0.7889030612244898,0.7248677248677249,2.736156985871271,0.7850163526949241,2,wine,DFA-EHOA,2026
4,0.01903978779840841,0.02523200075786281,0.9862068965517242,7,0.22527472527472528,0.6617346938775511,0.5494505494505495,2.577272189349112,0.7549165509399025,3,wine,DFA-EHOA,2026
5,0.01903978779840841,0.02349462391057213,0.9862068965517242,7,0.15659340659340662,0.7409297052154196,0.686697320437609,2.443904018244565,0.7218667659162024,4,wine,DFA-EHOA,2026
6,0.01903978779840841,0.021853400909435324,0.9862068965517242,7,0.12362637362637363,0.7983985260770975,0.7519215478399152,2.294932822769277,0.6849584959646282,5,wine,DFA-EHOA,2026
7,0.012981432360742725,0.018378647214854077,0.993103448275862,8,0.1510989010989011,0.7583475056689343,0.6976903969134824,2.095404099667499,0.640594511776511,0,wine,DFA-EHOA,2026
8,0.012981432360742725,0.01752519893899202,0.993103448275862,8,0.14285714285714285,0.7752551020408164,0.7104304990361963,1.7563027137874867,0.5718330887371372,1,wine,DFA-EHOA,2026
9,0.012981432360742725,0.01752519893899202,0.993103448275862,8,0.10439560439560443,0.8252551020408163,0.7899659863945578,1.5030910855324515,0.5161123211682995,2,wine,DFA-EHOA,2026
10,0.012981432360742725,0.015253315649867386,0.993103448275862,8,0.08516483516483517,0.8590561224489797,0.8291015107341638,1.2845143451009173,0.46629836116782264,3,wine,DFA-EHOA,2026
