iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.03206674165729281,0.03753723284589426,0.9736699579219265,18,0.5066666666666666,0.338340579710145,-0.014054438711972761,2.5,0.775,0,baseline,1.0,0.0,breast_cancer,ECG-EHOA,435889,outer_3
2,0.03206674165729281,0.03637405324334455,0.9736699579219265,18,0.14,0.7811695906432747,0.713844476744186,2.0,0.65,1,baseline,0.85,0.0,breast_cancer,ECG-EHOA,435889,outer_3
3,0.03206674165729281,0.03637405324334455,0.9736699579219265,18,0.16,0.7514622340164135,0.6742081447963801,1.5,0.525,2,baseline,0.7224999999999999,0.0,breast_cancer,ECG-EHOA,435889,outer_3
4,0.03206674165729281,0.03637405324334455,0.9736699579219265,18,0.2066666666666667,0.7093715018772228,0.5694444444444444,1.0,0.4,3,baseline,0.6141249999999999,0.0,breast_cancer,ECG-EHOA,435889,outer_3
