iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.038277840269966265,0.04561244844394453,0.9657126192559263,13,0.4999999999999999,0.3273959354909012,-0.00017780938833622528,2.5,0.775,0,baseline,breast_cancer,SF-EHOA,400000,outer_1
2,0.038277840269966265,0.042993400824896895,0.9657126192559263,13,0.19333333333333333,0.6496017003292545,0.6088832943715159,2.0,0.65,1,baseline,breast_cancer,SF-EHOA,400000,outer_1
3,0.038277840269966265,0.039936557930258756,0.9657126192559263,13,0.24666666666666667,0.5966864018334607,0.5044642857142857,1.4944433035714286,0.5240738839285715,2,consolidate,breast_cancer,SF-EHOA,400000,outer_1
4,0.03341432320959868,0.038174653168353945,0.9709619630879475,14,0.21333333333333332,0.6280476927613151,0.5684229455133968,1.2472216517857144,0.46203694196428574,0,explore,breast_cancer,SF-EHOA,400000,outer_1
