iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.04755128205128209,0.9574074074074074,7,1.0169877960481524,wine,A-EHOA,387298,outer_3
2,0.04334294871794873,0.9616582491582492,7,0.507994429500165,wine,A-EHOA,387298,outer_3
3,0.04334294871794873,0.9616582491582492,7,0.9637772507820512,wine,A-EHOA,387298,outer_3
4,0.04334294871794873,0.9616582491582492,7,0.648573712165343,wine,A-EHOA,387298,outer_3
