iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.047822272215973065,0.055399100112486,0.9577552805899262,18,0.4999999999999999,0.35679732103645145,-0.001602564102564541,2.5,0.775,0,baseline,breast_cancer,IG-EHOA,469042,outer_2
2,0.047822272215973065,0.05533243344581934,0.9577552805899262,18,0.30666666666666664,0.5613624971519708,0.382716049382716,2.0,0.65,1,baseline,breast_cancer,IG-EHOA,469042,outer_2
3,0.047822272215973065,0.05302894638170232,0.9577552805899262,18,0.5,0.353695652173913,-0.0016025641025640969,1.5,0.525,2,baseline,breast_cancer,IG-EHOA,469042,outer_2
4,0.0471349831271091,0.04995275590551181,0.9577761113194184,16,0.45999999999999996,0.3716070314125234,0.079836415362731,1.0,0.4,0,baseline,breast_cancer,IG-EHOA,469042,outer_2
