iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.040479853479853584,0.04646336996337004,0.9648351648351647,17,0.5059523809523809,0.3190034391709776,-0.012537597903451658,2.8,0.85,0,breast_cancer,IG-EHOA,2026
2,0.040479853479853584,0.04472619047619056,0.9648351648351647,17,0.17261904761904764,0.7572475443266552,0.6390977443609023,2.6,0.8,1,breast_cancer,IG-EHOA,2026
3,0.040479853479853584,0.04365796703296712,0.9648351648351647,17,0.15119047619047615,0.7886012939604798,0.6814947177027493,2.4,0.75,2,breast_cancer,IG-EHOA,2026
4,0.03797069597069608,0.04298901098901108,0.9670329670329669,16,0.19285714285714287,0.7458743230453757,0.5885714285714285,2.2,0.7,0,breast_cancer,IG-EHOA,2026
5,0.03797069597069608,0.04110714285714295,0.9670329670329669,16,0.19404761904761908,0.713606821620542,0.6039563866082185,2.0,0.65,1,breast_cancer,IG-EHOA,2026
6,0.03797069597069608,0.04071016483516493,0.9670329670329669,16,0.18452380952380953,0.7266145533173397,0.6233941099648703,1.8,0.6000000000000001,2,breast_cancer,IG-EHOA,2026
7,0.03797069597069608,0.04043818681318691,0.9670329670329669,16,0.10476190476190476,0.8297981473291071,0.7875849861206099,1.6,0.55,3,breast_cancer,IG-EHOA,2026
8,0.03797069597069608,0.040396520146520246,0.9670329670329669,16,0.13214285714285715,0.7929400707651483,0.7315192743764172,1.4,0.5,4,breast_cancer,IG-EHOA,2026
9,0.03797069597069608,0.04004120879120887,0.9670329670329669,16,0.13571428571428573,0.7982554903939247,0.7208163265306122,1.2,0.45,5,breast_cancer,IG-EHOA,2026
10,0.03797069597069608,0.03976923076923085,0.9670329670329669,16,0.11666666666666668,0.8125743279768047,0.7634469163615883,1.0,0.4,6,breast_cancer,IG-EHOA,2026
