iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed
1,0.06736804418985269,0.936613475177305,6,1.3559790232184727,wine,EHOA,2026
2,0.06736804418985269,0.936613475177305,6,1.1620663832840332,wine,EHOA,2026
3,0.06736804418985269,0.936613475177305,6,1.3863695011263446,wine,EHOA,2026
