iteration,fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.047325502084122596,0.9576354679802958,7,0.5109890109890111,0.37007575757575756,-0.028061224489795977,2.75,0.8375,0,wine,IG-EHOA,42
2,0.047325502084122596,0.9576354679802958,7,0.18681318681318684,0.7108985260770976,0.6258201058201058,2.5,0.775,1,wine,IG-EHOA,42
3,0.025829670329670262,0.9785714285714286,6,0.48901098901098905,0.34498229944658515,0.02052910052910062,2.25,0.7125,0,wine,IG-EHOA,42
4,0.025829670329670262,0.9785714285714286,6,0.3791208791208791,0.46927824159967013,0.24063492063492065,2.0,0.65,1,wine,IG-EHOA,42
5,0.025829670329670262,0.9785714285714286,6,0.3983516483516483,0.46108147804576377,0.2006360985952823,1.75,0.5875,2,wine,IG-EHOA,42
6,0.025829670329670262,0.9785714285714286,6,0.326923076923077,0.4860119047619048,0.3439703153988869,1.5,0.525,3,wine,IG-EHOA,42
7,0.025829670329670262,0.9785714285714286,6,0.3214285714285715,0.542166563595135,0.35499602438377953,1.25,0.4625,4,wine,IG-EHOA,42
8,0.025829670329670262,0.9785714285714286,6,0.3104395604395604,0.5572008348794063,0.3770474423535649,1.0,0.4,5,wine,IG-EHOA,42
