iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.047325502084122596,0.08020431508147026,0.9576354679802958,7,0.510989010989011,0.3383967223252937,-0.0219780219780219,2.8,0.85,0,wine,SF-EHOA,42
2,0.047325502084122596,0.07306249999999995,0.9576354679802958,7,0.18681318681318684,0.7108985260770976,0.6258201058201058,2.6,0.8,1,wine,SF-EHOA,42
3,0.026598901098901027,0.06446705665024627,0.9785714285714286,7,0.42857142857142855,0.3918985776128633,0.1415873015873016,2.310499591836735,0.7406770408163266,0,wine,SF-EHOA,42
4,0.026598901098901027,0.05423981621826444,0.9785714285714286,7,0.3516483516483516,0.48624252731395584,0.29670329670329665,2.2340195701002297,0.7179259947470112,1,wine,SF-EHOA,42
5,0.026598901098901027,0.05142620310723753,0.9785714285714286,7,0.3626373626373626,0.5164953102453103,0.2649389590918828,2.080310836643627,0.6793756288226946,2,wine,SF-EHOA,42
6,0.026598901098901027,0.04988113395225459,0.9785714285714286,7,0.3708791208791209,0.5133761080189653,0.2513197888337865,1.8920255489910165,0.6330031103376255,3,wine,SF-EHOA,42
7,0.026598901098901027,0.043916421940128805,0.9785714285714286,7,0.3653846153846154,0.47966914038342606,0.2689604143544212,1.699878991519328,0.5842931515787846,4,wine,SF-EHOA,42
8,0.026598901098901027,0.04290114626752554,0.9785714285714286,7,0.31868131868131877,0.5784722222222223,0.33816107087996494,1.5361872042723492,0.5396908094523718,5,wine,SF-EHOA,42
9,0.026598901098901027,0.04290114626752554,0.9785714285714286,7,0.260989010989011,0.6098304473304472,0.47627882321759873,1.394793772956608,0.5004079403137762,6,wine,SF-EHOA,42
10,0.026598901098901027,0.039456872868510726,0.9785714285714286,7,0.3241758241758242,0.553308596165739,0.3428999785821376,1.197396886478304,0.4502039701568881,7,wine,SF-EHOA,42
