iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.07363461538461526,0.931837606837607,8,2.0957807973905576,2,wine,M-EHOA,400000,outer_1
2,0.07363461538461526,0.931837606837607,8,2.1168666600954342,2,wine,M-EHOA,400000,outer_1
3,0.0723076923076924,0.9316239316239315,6,2.9939424723789565,2,wine,M-EHOA,400000,outer_1
4,0.05615384615384631,0.9487179487179486,7,1.7703830608520408,2,wine,M-EHOA,400000,outer_1
