iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.041146520146520024,0.048994505494505514,0.964835164835165,19,0.5071428571428571,0.3146376363910689,-0.015413952010170151,2.8,0.85,0,breast_cancer,IG-EHOA,104729
2,0.041146520146520024,0.047195970695970715,0.964835164835165,19,0.33690476190476193,0.5706204577964139,0.2902598827549453,2.6,0.8,1,breast_cancer,IG-EHOA,104729
3,0.041146520146520024,0.04663003663003665,0.964835164835165,19,0.4035714285714286,0.4612106838622857,0.1882912813145371,2.4,0.75,2,breast_cancer,IG-EHOA,104729
4,0.03679487179487169,0.04439056776556777,0.9692307692307693,19,0.42738095238095236,0.4431512995014139,0.13508738468333714,2.2,0.7,0,breast_cancer,IG-EHOA,104729
5,0.034619047619047744,0.043385989010989015,0.9714285714285713,19,0.405952380952381,0.487748555792034,0.16244511989192834,2.0,0.65,0,breast_cancer,IG-EHOA,104729
6,0.034619047619047744,0.041148809523809594,0.9714285714285713,19,0.2559523809523809,0.6496917654101375,0.4685726644489532,1.8,0.6000000000000001,1,breast_cancer,IG-EHOA,104729
7,0.02960073260073252,0.03591758241758243,0.9758241758241759,17,0.33809523809523806,0.5377698569546395,0.3144788188437865,1.6,0.55,0,breast_cancer,IG-EHOA,104729
8,0.02960073260073252,0.03535393772893769,0.9758241758241759,17,0.21190476190476187,0.7023007004618641,0.5614503346610273,1.4,0.5,1,breast_cancer,IG-EHOA,104729
9,0.02960073260073252,0.03303113553113547,0.9758241758241759,17,0.24166666666666667,0.6376460632099731,0.5139325371883512,1.2,0.45,2,breast_cancer,IG-EHOA,104729
10,0.02960073260073252,0.03303113553113547,0.9758241758241759,17,0.19047619047619047,0.7279561363412295,0.6081632653061224,1.0,0.4,3,breast_cancer,IG-EHOA,104729
