iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,portfolio_strategy,dataset,method,seed,fold
1,0.07830769230769237,0.9247863247863247,5,1.5852376024620283,1,memetic,wine,SP-EHOA,529150,outer_2
2,0.06334615384615375,0.9414529914529915,7,0.7888302721452441,1,memetic,wine,SP-EHOA,529150,outer_2
3,0.06334615384615375,0.9414529914529915,7,0.8563446393077949,1,memetic,wine,SP-EHOA,529150,outer_2
4,0.06334615384615375,0.9414529914529915,7,0.8192085080466674,1,memetic,wine,SP-EHOA,529150,outer_2
