iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.030774653168354066,0.03594323209598801,0.973628296462942,14,0.5199999999999999,0.334971975393028,-0.04166666666666696,2.5,0.775,0,baseline,breast_cancer,IG-EHOA,400000,outer_2
2,0.030774653168354066,0.03430513685789282,0.973628296462942,14,0.11333333333333336,0.8110653471915082,0.773172033446006,2.0,0.65,1,baseline,breast_cancer,IG-EHOA,400000,outer_2
3,0.023292088488938833,0.02934480689913769,0.9815231429404658,15,0.06,0.8926470588235293,0.8799146059420032,1.5,0.525,0,baseline,breast_cancer,IG-EHOA,400000,outer_2
4,0.023292088488938833,0.028301312335958045,0.9815231429404658,15,0.1,0.8222630718954248,0.7999999999999999,1.0,0.4,1,baseline,breast_cancer,IG-EHOA,400000,outer_2
