iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,portfolio_strategy,dataset,method,seed,fold
1,0.03433183352080983,0.04349028871391076,0.971045286005916,17,0.5,0.33473348390739693,-2.220446049250313e-16,2.5,0.775,0,baseline,interaction,breast_cancer,P-EHOA,458258,outer_3
2,0.03433183352080983,0.04250521184851895,0.971045286005916,17,0.17333333333333334,0.7328792569659444,0.6482683982683982,2.0,0.65,1,baseline,interaction,breast_cancer,P-EHOA,458258,outer_3
3,0.03433183352080983,0.040954405699287585,0.971045286005916,17,0.32666666666666666,0.5458648597779032,0.34092539454806303,1.5,0.525,2,baseline,interaction,breast_cancer,P-EHOA,458258,outer_3
4,0.03433183352080983,0.03885916760404952,0.971045286005916,17,0.3133333333333333,0.550178377432382,0.3705357142857142,1.0,0.4,3,baseline,interaction,breast_cancer,P-EHOA,458258,outer_3
