iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.03435245594300702,0.042030896137982755,0.9710244552764239,17,0.4866666666666667,0.3521818037035428,0.026493598862019963,2.5,0.775,0,baseline,breast_cancer,IG-EHOA,400000,outer_3
2,0.028822272215972982,0.04086644169478813,0.9762737991084448,16,0.30666666666666664,0.5792805383022774,0.37770562770562754,2.0,0.65,0,baseline,breast_cancer,IG-EHOA,400000,outer_3
3,0.028822272215972982,0.04079565054368203,0.9762737991084448,16,0.36000000000000004,0.5034527771999168,0.2767857142857141,1.5,0.525,1,baseline,breast_cancer,IG-EHOA,400000,outer_3
4,0.028822272215972982,0.03728293963254593,0.9762737991084448,16,0.2733333333333333,0.601849219266099,0.4508928571428572,1.0,0.4,2,baseline,breast_cancer,IG-EHOA,400000,outer_3
