iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.049276340457442905,0.053763029621297406,0.9552764237803607,15,0.47333333333333333,0.36846881379490076,0.05265966909802522,2.5,0.775,0,baseline,breast_cancer,IG-EHOA,387298,outer_3
2,0.046011248593925774,0.05096872890888645,0.9579010956963713,13,0.19333333333333333,0.665108789129687,0.6122303440898555,2.0,0.65,0,baseline,breast_cancer,IG-EHOA,387298,outer_3
3,0.046011248593925774,0.05083539557555309,0.9579010956963713,13,0.3,0.4750041487580187,0.3749999999999999,1.5,0.525,1,baseline,breast_cancer,IG-EHOA,387298,outer_3
4,0.046011248593925774,0.04901792275965503,0.9579010956963713,13,0.21999999999999997,0.5706924692954105,0.5390203017321661,1.0,0.4,2,baseline,breast_cancer,IG-EHOA,387298,outer_3
