iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.02609157509157502,0.033998626373626384,0.9780219780219781,13,0.4988095238095238,0.3492065108873978,0.0006459627329191697,2.8,0.85,0,breast_cancer,DFA-EHOA,196613
2,0.02609157509157502,0.03263873626373622,0.9780219780219781,13,0.24047619047619045,0.5870286053017698,0.5141895141895143,2.6,0.8,1,breast_cancer,DFA-EHOA,196613
3,0.02609157509157502,0.03203113553113552,0.9780219780219781,13,0.32976190476190476,0.50862734359398,0.3400637303076328,2.471458793123253,0.7574436242836722,2,breast_cancer,DFA-EHOA,196613
4,0.02609157509157502,0.031967490842490835,0.9780219780219781,13,0.3761904761904763,0.4357081203606885,0.24573338107172693,2.32210566035035,0.7271736602996455,3,breast_cancer,DFA-EHOA,196613
5,0.02609157509157502,0.03102655677655677,0.9780219780219781,13,0.3083333333333334,0.5361963880101656,0.3832905062851588,2.198882202006552,0.6933155016287449,4,breast_cancer,DFA-EHOA,196613
6,0.02609157509157502,0.03008562271062276,0.9780219780219781,13,0.32976190476190476,0.5050237202677927,0.3393291925465839,2.011588858589789,0.6483449393680548,5,breast_cancer,DFA-EHOA,196613
7,0.02609157509157502,0.02920833333333333,0.9780219780219781,13,0.33928571428571436,0.4761017325590523,0.319111659715102,1.803387444216702,0.5987963782655599,6,breast_cancer,DFA-EHOA,196613
8,0.021739926739926682,0.027765109890109864,0.9824175824175825,13,0.3107142857142858,0.5200787459079047,0.3774906832298137,1.6082537494375435,0.5505696225844214,0,breast_cancer,DFA-EHOA,196613
9,0.016388278388278346,0.026258241758241742,0.9868131868131869,10,0.2773809523809524,0.5271071147757348,0.4386500296134196,1.359688265237315,0.49102676765024056,0,breast_cancer,DFA-EHOA,196613
10,0.016388278388278346,0.02525366300366299,0.9868131868131869,10,0.32976190476190487,0.4506880725851867,0.3269688287759297,1.1798441326186575,0.4455133838251203,1,breast_cancer,DFA-EHOA,196613
