iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.041146520146520024,0.048952838827838845,0.964835164835165,19,0.5095238095238095,0.2972262555361126,-0.023596938775510168,2.8,0.85,0,breast_cancer,SF-EHOA,104729
2,0.041146520146520024,0.047195970695970715,0.964835164835165,19,0.33571428571428574,0.5741507615343019,0.2899110290414638,2.6,0.8,1,breast_cancer,SF-EHOA,104729
3,0.041146520146520024,0.04663003663003665,0.964835164835165,19,0.40714285714285714,0.4594057781055166,0.1800199800199801,2.3460343713429426,0.7443785803482232,2,breast_cancer,SF-EHOA,104729
4,0.03679487179487169,0.04439056776556777,0.9692307692307693,19,0.42142857142857143,0.4526874652262851,0.14551233053063517,2.2168421861025083,0.7158057674958204,0,breast_cancer,SF-EHOA,104729
5,0.03646153846153858,0.043616300366300376,0.9692307692307691,18,0.4,0.49632855498538725,0.17217591261856857,2.0315822025654824,0.6732980224371887,0,breast_cancer,SF-EHOA,104729
6,0.034619047619047744,0.041148809523809594,0.9714285714285713,19,0.2654761904761905,0.6358879217382813,0.45227349482668633,1.9066716543163338,0.635382421362149,0,breast_cancer,SF-EHOA,104729
7,0.03177655677655669,0.03541529304029302,0.9736263736263737,17,0.3273809523809524,0.5429856461688759,0.3396896541374447,1.699344546256143,0.5842550730401332,0,breast_cancer,SF-EHOA,104729
8,0.03177655677655669,0.034724358974358986,0.9736263736263737,17,0.1845238095238095,0.7414393519005271,0.6142079336271713,1.545628165012956,0.5414053743566531,1,breast_cancer,SF-EHOA,104729
9,0.03177655677655669,0.03382509157509156,0.9736263736263737,17,0.1619047619047619,0.7693452911641044,0.6602406628638049,1.3823769927069907,0.49769496013676673,2,breast_cancer,SF-EHOA,104729
10,0.03177655677655669,0.03357509157509154,0.9736263736263737,17,0.17023809523809524,0.763750803698499,0.6413680679645131,1.202551222681683,0.4516881616504303,3,breast_cancer,SF-EHOA,104729
