iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.04667399267399275,0.05261584249084254,0.9582417582417582,16,0.5047619047619047,0.3141321781931459,-0.010646750357540258,2.8,0.85,0,breast_cancer,SF-EHOA,3407
2,0.04667399267399275,0.05106730769230776,0.9582417582417582,16,0.27857142857142864,0.5659050601899451,0.4427023379510181,2.6,0.8,1,breast_cancer,SF-EHOA,3407
3,0.04667399267399275,0.05106730769230776,0.9582417582417582,16,0.26666666666666666,0.6111328428866118,0.46532999164578115,2.5652060150375937,0.7672089598997494,2,breast_cancer,SF-EHOA,3407
4,0.037637362637362524,0.047845238095238135,0.9670329670329672,15,0.2571428571428571,0.6076055157691674,0.4855713888778629,2.4678949395180485,0.7432967449497896,0,breast_cancer,SF-EHOA,3407
5,0.037637362637362524,0.04583836996337001,0.9670329670329672,15,0.25952380952380955,0.6140361516113276,0.47863520408163274,2.2474626392196657,0.698337768657475,1,breast_cancer,SF-EHOA,3407
6,0.034128205128205025,0.042743589743589806,0.9692307692307693,11,0.20119047619047617,0.6633896321686571,0.5973674022454509,2.0700961404162044,0.6556084427740669,0,breast_cancer,SF-EHOA,3407
7,0.034128205128205025,0.04042307692307694,0.9692307692307693,11,0.1738095238095238,0.6860845072601486,0.6460892049127345,1.8496082512035774,0.6050792496675765,1,breast_cancer,SF-EHOA,3407
8,0.034128205128205025,0.0383108974358974,0.9692307692307693,11,0.12023809523809526,0.762821955705359,0.7519265604371987,1.6626319586434515,0.5592945950197995,2,breast_cancer,SF-EHOA,3407
9,0.034128205128205025,0.03808058608058605,0.9692307692307693,11,0.09166666666666666,0.7967768838304553,0.8052953757651744,1.4806582519819513,0.5149269376474468,3,breast_cancer,SF-EHOA,3407
10,0.034128205128205025,0.0360100732600732,0.9692307692307693,11,0.10119047619047618,0.8005003924646782,0.7884366087632876,1.287745951614147,0.46931767522951623,4,breast_cancer,SF-EHOA,3407
