iteration,fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.08737009001636656,0.9156323877068558,5,0.5,0.27824074074074073,-0.013493253373313419,2.3333333333333335,0.7333333333333334,0,wine,IG-EHOA,123
2,0.053179214402618705,0.9509456264775413,6,0.1153846153846154,0.7523809523809524,0.7603686635944701,1.6666666666666667,0.5666666666666667,0,wine,IG-EHOA,123
3,0.053179214402618705,0.9509456264775413,6,0.16666666666666666,0.6944444444444445,0.6621689155422289,1.0,0.4,1,wine,IG-EHOA,123
