iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.0481324365289883,0.060103969306555496,0.9583743842364532,9,0.4862637362637363,0.3618548118548119,0.02711273188520702,2.8,0.85,0,wine,SF-EHOA,104729
2,0.0273681318681318,0.04879577965138307,0.9785714285714286,8,0.3021978021978022,0.6055916305916306,0.3616071428571429,2.6,0.8,0,wine,SF-EHOA,104729
3,0.0273681318681318,0.04604312713148917,0.9785714285714286,8,0.315934065934066,0.5983585858585858,0.35647027172450907,2.4513226458771253,0.7553461089455339,1,wine,SF-EHOA,104729
4,0.0273681318681318,0.04604312713148917,0.9785714285714286,8,0.17307692307692307,0.7749819624819624,0.637630662020906,2.4385653701109025,0.74050305983326,2,wine,SF-EHOA,104729
5,0.0273681318681318,0.04288731527093592,0.9785714285714286,8,0.23351648351648355,0.6569946918161204,0.5286087559323842,2.2941852215287364,0.7046143469757906,3,wine,SF-EHOA,104729
6,0.0273681318681318,0.0375133573323228,0.9785714285714286,8,0.2857142857142857,0.6206709956709957,0.4147186147186147,2.0796979910983198,0.6568356985342776,4,wine,SF-EHOA,104729
7,0.02558582796513828,0.03318515536187945,0.9788177339901478,6,0.23901098901098902,0.6797258297258297,0.49958519993363204,1.9030134861108632,0.6132873009174049,0,wine,SF-EHOA,104729
8,0.02558582796513828,0.03125547082228112,0.9788177339901478,6,0.19780219780219785,0.6830215419501133,0.6038095238095238,1.6442137760224644,0.5553413349171012,1,wine,SF-EHOA,104729
9,0.02558582796513828,0.029482900719969632,0.9788177339901478,6,0.23351648351648358,0.6724348072562358,0.5243475921442023,1.4077045052849995,0.4996701710572522,2,wine,SF-EHOA,104729
10,0.02558582796513828,0.02802676203107234,0.9788177339901478,6,0.22527472527472528,0.6690836940836943,0.5467687074829932,1.2038522526424997,0.4498350855286261,3,wine,SF-EHOA,104729
