iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.05488461538461532,0.0819576923076923,0.9500000000000001,7,0.5076923076923079,0.3423232323232323,-0.015625,2.5,0.775,0,baseline,wine,IG-EHOA,435889,outer_3
2,0.05488461538461532,0.0769653846153846,0.9500000000000001,7,0.3384615384615385,0.5470851370851371,0.30984555984555984,2.0,0.65,1,baseline,wine,IG-EHOA,435889,outer_3
3,0.05411538461538455,0.07127307692307694,0.9500000000000001,6,0.29230769230769227,0.5886507936507936,0.40852490421455934,1.5,0.525,0,baseline,wine,IG-EHOA,435889,outer_3
4,0.05411538461538455,0.07100769230769231,0.9500000000000001,6,0.3692307692307692,0.450515873015873,0.2599620493358632,1.0,0.4,1,baseline,wine,IG-EHOA,435889,outer_3
