iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.06432692307692299,0.9412393162393163,8,1.924212912687562,2,wine,M-EHOA,447214,outer_2
2,0.06146153846153859,0.9410256410256409,4,2.9825165711072454,2,wine,M-EHOA,447214,outer_2
3,0.06146153846153859,0.9410256410256409,4,2.741412756360087,2,wine,M-EHOA,447214,outer_2
4,0.06146153846153859,0.9410256410256409,4,2.6995773641084755,2,wine,M-EHOA,447214,outer_2
