iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.07244230769230757,0.08704230769230767,0.9322649572649574,7,0.476923076923077,0.36476190476190473,0.045928030303030165,2.5,0.775,0,baseline,wine,IG-EHOA,424264,outer_1
2,0.07209615384615371,0.07709999999999996,0.931837606837607,6,0.3230769230769231,0.53,0.35369318181818177,2.0,0.65,0,baseline,wine,IG-EHOA,424264,outer_1
3,0.06496153846153858,0.07217692307692304,0.9405982905982905,8,0.13846153846153847,0.7517857142857143,0.7214285714285714,1.5,0.525,0,baseline,wine,IG-EHOA,424264,outer_1
4,0.039019230769230764,0.049242307692307655,0.966025641025641,7,0.26153846153846155,0.6023809523809524,0.47679924242424243,1.0,0.4,0,baseline,wine,IG-EHOA,424264,outer_1
