iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.02875824175824169,0.038975274725274775,0.9780219780219781,21,0.5107142857142857,0.3171635640929119,-0.021499508894466723,2.8,0.85,0,breast_cancer,SF-EHOA,196613
2,0.028600732600732738,0.032638736263736284,0.9758241758241757,14,0.30595238095238103,0.5692704729072824,0.38082857343626086,2.6,0.8,0,breast_cancer,SF-EHOA,196613
3,0.026424908424908352,0.030504578754578772,0.9780219780219781,14,0.3226190476190475,0.5222704760428545,0.3525588062554128,2.4438651959118256,0.7545692912408152,0,breast_cancer,SF-EHOA,196613
4,0.026424908424908352,0.02901968864468859,0.9780219780219781,14,0.13690476190476192,0.7551613847293304,0.7257142857142858,2.4198584142824435,0.7384125792938769,1,breast_cancer,SF-EHOA,196613
5,0.02391575091575085,0.02761813186813182,0.9802197802197803,13,0.15,0.7538448712818461,0.6996662958843158,2.306664190456016,0.7062981625612877,0,breast_cancer,SF-EHOA,196613
6,0.02140659340659357,0.025630952380952365,0.9824175824175823,12,0.18214285714285713,0.6776568859662623,0.6313882168706146,2.0830715912836153,0.6572795668439226,0,breast_cancer,SF-EHOA,196613
7,0.02140659340659357,0.025630952380952365,0.9824175824175823,12,0.22500000000000003,0.6287497992081141,0.5461867077526439,1.8369275107479077,0.6029197389072894,1,breast_cancer,SF-EHOA,196613
8,0.02140659340659357,0.024773351648351635,0.9824175824175823,12,0.1785714285714286,0.7111976808267167,0.6424598760527571,1.637511347937119,0.5548612252684957,2,breast_cancer,SF-EHOA,196613
9,0.02140659340659357,0.024773351648351635,0.9824175824175823,12,0.16071428571428564,0.713982808035495,0.6767531651252582,1.4477273209240105,0.5084663724166335,3,breast_cancer,SF-EHOA,196613
10,0.02140659340659357,0.02458470695970692,0.9824175824175823,12,0.1464285714285714,0.7429761378235505,0.7061429268244125,1.2586870818903635,0.46293904156540633,4,breast_cancer,SF-EHOA,196613
