iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03342648730579759,0.04450717601364151,0.9716748768472907,7,0.48076923076923084,0.40733294483294485,0.020715630885122516,2.8,0.85,0,wine,IG-EHOA,7919
2,0.03342648730579759,0.036992681887078396,0.9716748768472907,7,0.15659340659340662,0.7497874149659864,0.686697320437609,2.6,0.8,1,wine,IG-EHOA,7919
3,0.03342648730579759,0.036992681887078396,0.9716748768472907,7,0.05219780219780219,0.9088010204081635,0.8952557646435197,2.4,0.75,2,wine,IG-EHOA,7919
4,0.025829670329670262,0.03604307976506248,0.9785714285714286,6,0.09890109890109892,0.8265306122448981,0.8021978021978022,2.2,0.7,0,wine,IG-EHOA,7919
5,0.025829670329670262,0.033360813755210245,0.9785714285714286,6,0.12087912087912088,0.7928004535147392,0.7582417582417582,2.0,0.65,1,wine,IG-EHOA,7919
6,0.025829670329670262,0.032284577491473995,0.9785714285714286,6,0.057692307692307696,0.9024234693877552,0.8842300556586271,1.8,0.6000000000000001,2,wine,IG-EHOA,7919
7,0.025829670329670262,0.03152728306176576,0.9785714285714286,6,0.1098901098901099,0.8157596371882087,0.7798941798941799,1.6,0.55,3,wine,IG-EHOA,7919
8,0.025829670329670262,0.03152728306176576,0.9785714285714286,6,0.0,1.0,1.0,1.4,0.5,4,wine,IG-EHOA,7919
9,0.025829670329670262,0.03152728306176576,0.9785714285714286,6,0.07692307692307694,0.8732993197278912,0.8452380952380952,1.2,0.45,5,wine,IG-EHOA,7919
10,0.025829670329670262,0.031400648920045404,0.9785714285714286,6,0.03846153846153846,0.9285714285714286,0.922962962962963,1.0,0.4,6,wine,IG-EHOA,7919
