iteration,fitness,cv_accuracy,selected_features,population_diversity,guard_abstained,guard_subset_balanced_accuracy,guard_full_balanced_accuracy,dataset,method,seed,fold
1,0.05434608173978267,0.9498187726534182,14,1.3899373379533506,False,0.9519071505521142,0.9449310979441602,breast_cancer,G-EHOA,346410,outer_2
2,0.05041432320959876,0.9524434445694289,10,1.6304174139126164,False,0.9519071505521142,0.9449310979441602,breast_cancer,G-EHOA,346410,outer_2
3,0.04582227221597306,0.9577552805899262,12,1.0029522367644377,False,0.9519071505521142,0.9449310979441602,breast_cancer,G-EHOA,346410,outer_2
4,0.04582227221597306,0.9577552805899262,12,1.4864415109323557,False,0.9519071505521142,0.9449310979441602,breast_cancer,G-EHOA,346410,outer_2
