iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.03555568053993259,0.9684622755488896,13,1.9794587564719053,2,breast_cancer,M-EHOA,500000,outer_3
2,0.03555568053993259,0.9684622755488896,13,2.789964958522385,2,breast_cancer,M-EHOA,500000,outer_3
3,0.03555568053993259,0.9684622755488896,13,2.44322807093667,2,breast_cancer,M-EHOA,500000,outer_3
4,0.03555568053993259,0.9684622755488896,13,2.274853822409789,2,breast_cancer,M-EHOA,500000,outer_3
