iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.047325502084122596,0.08058893046608569,0.9576354679802958,7,0.5109890109890111,0.37007575757575756,-0.028061224489795977,2.8,0.85,0,wine,DFA-EHOA,42
2,0.047325502084122596,0.07132512315270934,0.9576354679802958,7,0.18681318681318684,0.7108985260770976,0.6258201058201058,2.6,0.8,1,wine,DFA-EHOA,42
3,0.026598901098901027,0.06272967980295566,0.9785714285714286,7,0.4917582417582418,0.34845452166880736,0.016119655409333356,2.1989958810810246,0.7290620709459401,0,wine,DFA-EHOA,42
4,0.026598901098901027,0.05666881394467598,0.9785714285714286,7,0.3241758241758242,0.5297335600907029,0.3506878306878308,2.196148015544873,0.714150362178011,1,wine,DFA-EHOA,42
5,0.026598901098901027,0.053951354679802915,0.9785714285714286,7,0.40934065934065933,0.4601911976911977,0.1736788780461792,2.0251576502138215,0.6729606363941787,2,wine,DFA-EHOA,42
6,0.026598901098901027,0.04877441739295183,0.9785714285714286,7,0.348901098901099,0.53433312719027,0.2893193435566316,1.8811967161746805,0.6321216919565018,3,wine,DFA-EHOA,42
7,0.02558582796513828,0.03519905740810908,0.9788177339901478,6,0.4395604395604396,0.3855764275407133,0.1208791208791209,1.630341384291905,0.5738331938227141,0,wine,DFA-EHOA,42
8,0.02558582796513828,0.032127463054187136,0.9788177339901478,6,0.3104395604395604,0.5619794887652031,0.3770474423535649,1.4621342561329858,0.5274458047661845,1,wine,DFA-EHOA,42
9,0.02558582796513828,0.0301977785145888,0.9788177339901478,6,0.15384615384615383,0.7363236961451246,0.6923076923076923,1.3437683114984456,0.49136898226474907,2,wine,DFA-EHOA,42
10,0.02558582796513828,0.0301977785145888,0.9788177339901478,6,0.16483516483516486,0.7444727891156464,0.6698412698412699,1.185722460301813,0.44914406727052214,3,wine,DFA-EHOA,42
