iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.052727034120734914,0.952464275298921,17,2.886206052627595,2,breast_cancer,M-EHOA,529150,outer_2
2,0.04486989126359208,0.9604007832354289,17,2.295865432028115,2,breast_cancer,M-EHOA,529150,outer_2
3,0.04486989126359208,0.9604007832354289,17,2.801476141183973,2,breast_cancer,M-EHOA,529150,outer_2
4,0.04486989126359208,0.9604007832354289,17,2.358820740412775,2,breast_cancer,M-EHOA,529150,outer_2
