iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.0517476565429321,0.9524434445694289,14,2.3877663856887,2,breast_cancer,M-EHOA,489898,outer_2
2,0.05141432320959876,0.9524434445694289,13,2.4866658900899368,2,breast_cancer,M-EHOA,489898,outer_2
3,0.04846194225721789,0.9550889472149314,12,2.0797726300520547,2,breast_cancer,M-EHOA,489898,outer_2
4,0.04846194225721789,0.9550889472149314,12,1.731628011180576,2,breast_cancer,M-EHOA,489898,outer_2
