iteration,fitness,cv_accuracy,selected_features,population_diversity,portfolio_strategy,dataset,method,seed,fold
1,0.03555568053993259,0.9684622755488896,13,1.9794587564719053,baseline,breast_cancer,SP-EHOA,500000,outer_3
2,0.03555568053993259,0.9684622755488896,13,2.789964958522385,baseline,breast_cancer,SP-EHOA,500000,outer_3
3,0.03555568053993259,0.9684622755488896,13,2.44322807093667,baseline,breast_cancer,SP-EHOA,500000,outer_3
4,0.03555568053993259,0.9684622755488896,13,2.274853822409789,baseline,breast_cancer,SP-EHOA,500000,outer_3
