iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.05551923076923071,0.07400769230769236,0.9493589743589744,7,0.5076923076923077,0.2517460317460317,-0.04532163742690076,2.5,0.775,0,baseline,wine,SF-EHOA,387298,outer_3
2,0.04726923076923074,0.06732307692307696,0.9576923076923077,7,0.21538461538461542,0.6713095238095239,0.5666666666666667,2.0,0.65,0,baseline,wine,SF-EHOA,387298,outer_3
3,0.04726923076923074,0.06068076923076928,0.9576923076923077,7,0.046153846153846156,0.9142857142857143,0.9076704545454546,1.5737101180069932,0.5372850196678322,1,explore,wine,SF-EHOA,387298,outer_3
4,0.04726923076923074,0.06068076923076928,0.9576923076923077,7,0.13846153846153847,0.7734126984126984,0.7224857685009488,1.2915967755412283,0.469827938968349,2,explore,wine,SF-EHOA,387298,outer_3
