iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.03206674165729281,0.9736699579219265,18,1.348622279764814,1,breast_cancer,M-EHOA,435889,outer_3
2,0.03206674165729281,0.9736699579219265,18,1.0643027750842307,1,breast_cancer,M-EHOA,435889,outer_3
3,0.03206674165729281,0.9736699579219265,18,1.4147568127859287,1,breast_cancer,M-EHOA,435889,outer_3
4,0.03206674165729281,0.9736699579219265,18,1.239096285348965,1,breast_cancer,M-EHOA,435889,outer_3
