iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.045340659340659416,0.05289239926739932,0.9582417582417582,12,0.5047619047619046,0.33701165430407015,-0.009804310721232001,2.8,0.85,0,breast_cancer,DFA-EHOA,7919
2,0.045340659340659416,0.05096657509157515,0.9582417582417582,12,0.14166666666666666,0.6845957613814758,0.6964059825879902,2.6,0.8,1,breast_cancer,DFA-EHOA,7919
3,0.042831501831501695,0.04575732600732605,0.9604395604395606,11,0.31904761904761897,0.46436675729377586,0.33531746031746035,2.484273469387755,0.7587784863945578,0,breast_cancer,DFA-EHOA,7919
4,0.03881318681318669,0.04312087912087912,0.964835164835165,12,0.11428571428571428,0.7621656879535033,0.7634788321767338,2.4495576960304097,0.7415961706218848,0,breast_cancer,DFA-EHOA,7919
5,0.03881318681318669,0.04230494505494503,0.964835164835165,12,0.28809523809523807,0.5607225825552893,0.4158587118316772,2.2219709223949424,0.6954470946084097,1,breast_cancer,DFA-EHOA,7919
6,0.03881318681318669,0.04226327838827836,0.964835164835165,12,0.22380952380952382,0.583302037076639,0.5266073526943094,2.04377201722999,0.6522772356420548,2,breast_cancer,DFA-EHOA,7919
7,0.036970695970695855,0.041028388278388235,0.9670329670329672,13,0.14523809523809522,0.7232693752264739,0.6994210158912659,1.896617754190489,0.6128154530671983,0,breast_cancer,DFA-EHOA,7919
8,0.036970695970695855,0.040986721611721566,0.9670329670329672,13,0.175,0.6938046406146805,0.6410000712301445,1.647674681283577,0.5562944772815157,1,breast_cancer,DFA-EHOA,7919
9,0.036970695970695855,0.040570054945054876,0.9670329670329672,13,0.14285714285714285,0.7580259026687598,0.7061224489795919,1.4391635797088438,0.5063402051130611,2,breast_cancer,DFA-EHOA,7919
10,0.036970695970695855,0.04006776556776549,0.9670329670329672,13,0.13452380952380952,0.7518856665473207,0.7206916794545661,1.2412025612038384,0.45857529539388464,3,breast_cancer,DFA-EHOA,7919
