iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,portfolio_strategy,dataset,method,seed,fold
1,0.04414135733033375,0.04919595050618676,0.9604632754239053,15,0.4999999999999999,0.3479169667098729,-0.0007116171499732538,2.5,0.775,0,baseline,interaction,breast_cancer,P-EHOA,469042,outer_1
2,0.041250843644544434,0.04645181852268466,0.9630462858809316,14,0.22666666666666666,0.6253611971104232,0.545940170940171,2.0,0.65,0,baseline,interaction,breast_cancer,P-EHOA,469042,outer_1
3,0.041250843644544434,0.04568736407949006,0.9630462858809316,14,0.22666666666666666,0.604125816993464,0.5426829268292682,1.5,0.525,1,baseline,interaction,breast_cancer,P-EHOA,469042,outer_1
4,0.041250843644544434,0.04562894638170231,0.9630462858809316,14,0.16,0.7319470244238047,0.6799431009957326,1.0,0.4,2,baseline,interaction,breast_cancer,P-EHOA,469042,outer_1
